dummy,DH_Type_II_Start,DH_Type_II_End,Max_Frequency,Min_Frequency,Flare_Loc,Flare_NOAA,Flare_Imp,CME_Date_Time,CME_CPA,CME_Width,CMA_Spd,Plots,Notes,,,,,,,,
0,3/22/2002 13:10,3/22/2002 13:35,3000,2000,S00W90,9866,M1.6,3/22/2002 12:30,243,120,875,PHTX,,,,,,,,,
0,4/10/2002 12:59,4/10/2002 13:02,13000,12000,N15W14,9893,M8.2,4/10/2002 13:27,340,159,650,PHTX,,,,,,,,,
0,4/14/2002 7:50,4/14/2002 8:10,14000,8000,N19W57,9893,C9.6,4/14/2002 7:50,323,76,757,PHTX,,,,,,,,,
0,4/15/2002 3:35,4/15/2002 4:15,11000,1500,S15W01,9906,M1.2,4/15/2002 3:50,Halo,360,720,PHTX,,,,,,,,,
0,4/17/2002 8:30,4/19/2002 4:00,5000,40,S14W34,9906,M2.6,4/17/2002 8:26,Halo,360,1240,PHTX,,,,,,,,,
0,4/21/2002 1:30,4/22/2002 0:00,10000,60,S14W84,9906,X1.5,4/21/2002 1:27,Halo,360,2393,PHTX,,,,,,,,,
0,4/30/2002 14:15,4/30/2002 14:23,4000,2500,S16E77,9934,C3.2,4/30/2002 14:26,92,90,618,PHTX,,,,,,,,,
0,4/30/2002 22:30,4/30/2002 23:20,2000,500,W90b,-----,----,4/30/2002 23:26,254,199,1103,PHTX,uncertain,,,,,,,,
0,5/2/2002 23:50,5/3/2002 0:10,2800,900,E90b,9937,----,5/2/2002 23:18,119,99,902,PHTX,uncertain,,,,,,,,
0,5/16/2002 1:50,5/16/2002 3:30,9000,2000,S22E01,9948,C4.5,5/16/2002 0:50,Halo,360,600,PHTX,,,,,,,,,
0,5/22/2002 0:00,5/22/2002 0:30,14000,8000,S25W64,9948,C9.7,5/22/2002 0:06,230,186,1246,PHTX,,,,,,,,,
0,5/27/2002 12:50,5/27/2002 13:50,14000,5000,N18E18,9967,C3.7,5/27/2002 13:27,49,>161,1106,PHTX,,,,,,,,,
0,7/7/2002 11:35,7/7/2002 20:00,14000,200,S19W90,10017,M1.0,7/7/2002 11:30,277,>228,1423,PHTX,,,,,,,,,
0,7/9/2002 19:46,7/9/2002 20:40,1000,650,W90b,-----,----,7/9/2002 19:31,Halo,360,1076,PHTX,,,,,,,,,
0,7/15/2002 21:15,7/16/2002 5:00,5000,175,N19W01,10030,M1.8,7/15/2002 21:30,14,>188,1300,PHTX,,,,,,,,,
0,7/17/2002 7:30,7/17/2002 7:45,3500,2000,N21W17,10030,M8.5,7/17/2002 7:31,36,177,716,PHTX,,,,,,,,,
0,7/18/2002 7:55,7/18/2002 8:45,14000,1500,N19W30,10030,X1.8,7/18/2002 8:06,Halo,360,1099,PHTX,,,,,,,,,
0,7/18/2002 20:55,7/18/2002 21:40,6000,3000,E90b,10036,C3.3,7/18/2002 19:31,Halo,360,2191,PHTX,,,,,,,,,
0,7/19/2002 16:40,7/19/2002 17:10,5000,1000,S15E90,-----,----,7/19/2002 16:30,Halo,360,2047,PHTX,,,,,,,,,
0,7/20/2002 21:30,7/20/2002 22:20,10000,2000,S13E90,10039,X3.3,7/20/2002 22:06,Halo,360,1941,PHTX,,,,,,,,,
0,7/23/2002 0:50,7/23/2002 4:00,11000,400,S13E72,10039,X4.8,7/23/2002 0:42,Halo,360,2285,PHTX,,,,,,,,,
0,7/26/2002 22:27,7/26/2002 23:30,14000,2000,S19E26,10039,M8.7,7/26/2002 22:06,Halo,360,818,PHTX,,,,,,,,,
0,7/29/2002 12:10,7/29/2002 12:45,4200,1300,N10W15,FILA,----,7/29/2002 12:07,13,>236,562,PHTX,,,,,,,,,
0,8/3/2002 19:20,8/3/2002 20:30,14000,2000,S16W76,10039,X1.0,8/3/2002 19:31,259,138,1150,PHTX,,,,,,,,,
0,8/14/2002 2:20,8/15/2002 0:00,1000,30,N09W54,10061,M2.3,8/14/2002 2:30,297,133,1309,PHTX,,,,,,,,,
0,8/16/2002 6:15,8/16/2002 9:30,14000,300,N07W83,10061,M2.4,8/16/2002 6:06,293,162,1378,PHTX,,,,,,,,,
0,8/16/2002 12:20,8/17/2002 21:00,14000,60,S14E20,10069,M5.2,8/16/2002 12:30,Halo,360,1585,PHTX,,,,,,,,,
0,8/22/2002 2:50,8/22/2002 4:13,14000,3500,S07W62,-----,M5.4,8/22/2002 2:06,Halo,360,998,PHTX,"Faint,",broad,feature,,,,,,
0,8/24/2002 1:45,8/24/2002 3:25,5000,400,S02W81,10069,X3.1,8/24/2002 1:27,Halo,360,1913,PHTX,,,,,,,,,
0,9/5/2002 16:55,9/7/2002 16:22,14000,30,N09E28,10102,C5.2,9/5/2002 16:54,Halo,360,1748,PHTX,,,,,,,,,
0,9/10/2002 15:19,9/10/2002 16:00,14000,8500,S10E43,10105,M2.9,9/10/2002 15:30,127,38,273,PHTX,,,,,,,,,
0,9/27/2002 13:35,9/27/2002 14:30,14000,8000,N13E45,10134,M1.8,9/27/2002 13:56,64,64,591,PHTX,,,,,,,,,
0,10/13/2002 18:10,10/13/2002 18:40,14000,4000,S07W54,10150,C4.7,10/13/2002 19:35,252,141,373,PHTX,,,,,,,,,
0,10/14/2002 0:19,10/14/2002 2:00,1700,500,S13E75,10159,M2.2,10/13/2002 23:54,107,264,1009,PHTX,uncertain,,,,,,,,
0,10/14/2002 14:35,10/14/2002 16:50,14000,1200,NE90b,-----,C4.5,10/14/2002 14:54,Halo,360,1694,PHTX,,,,,,,,,
0,10/27/2002 23:06,10/28/2002 1:20,14000,300,SE90b,-----,----,10/27/2002 23:18,Halo,360,2115,PHTX,,,,,,,,,
0,11/9/2002 13:20,11/10/2002 3:00,14000,100,S12W29,10180,M4.6,11/9/2002 13:31,Halo,360,1838,PHTX,,,,,,,,,
0,11/10/2002 3:20,11/10/2002 6:00,3000,300,S12W37,10180,M2.4,11/10/2002 3:30,203,282,1670,PHTX,,,,,,,,,
0,11/11/2002 16:15,11/11/2002 17:50,14000,600,S13W60,10180,M1.8,11/11/2002 15:54,212,93,1083,PHTX,,,,,,,,,
0,11/24/2002 20:05,11/24/2002 20:45,14000,7000,N20E35,-----,----,11/24/2002 20:30,Halo,360,1077,PHTX,,,,,,,,,
0,12/19/2002 21:45,12/19/2002 22:30,14000,1500,N15W09,10229,M2.7,12/19/2002 22:06,Halo,360,1092,PHTX,,,,,,,,,
0,12/22/2002 4:20,12/22/2002 4:50,5500,3500,N23W42,10223,M1.1,12/22/2002 3:30,328,272,1071,PHTX,,,,,,,,,
0,1/20/2003 19:10,1/20/2003 20:00,14000,6000,N34W26,FILA,C1.7,1/20/2003 18:30,315,105,733,PHTX,,,,,,,,,
0,1/27/2003 22:20,1/27/2003 22:26,11000,8000,S17W23,FILA,C2.4,1/27/2003 22:23,205,267,1053,PHTX,,,,,,,,,
0,3/18/2003 12:25,3/18/2003 13:45,4500,500,S15W46,10314,X1.5,3/18/2003 12:30,263,209,1601,PHTX,,,,,,,,,
0,3/18/2003 13:55,3/18/2003 14:10,14000,7000,S90b,-----,----,3/18/2003 13:54,Halo,360,1042,PHTX,,,,,,,,,
0,3/19/2003 2:30,3/19/2003 3:15,14000,6000,SW90b,-----,----,3/19/2003 2:30,Halo,360,1342,PHTX,,,,,,,,,
0,4/22/2003 7:25,4/22/2003 8:22,3500,700,NE90b,-----,----,4/22/2003 7:36,87,171,918,PHTX,,,,,,,,,
0,5/27/2003 23:12,5/27/2003 23:45,14000,2000,S07W17,10365,X1.3,5/27/2003 23:50,Halo,360,964,PHTX,,,,,,,,,
0,5/28/2003 1:00,5/29/2003 0:30,1000,200,S07W20,10365,X3.6,5/28/2003 0:50,Halo,360,1366,PHTX,,,,,,,,,
0,5/29/2003 1:10,5/29/2003 8:00,13000,200,S06W37,10365,X1.2,5/29/2003 1:27,Halo,360,1237,PHTX,,,,,,,,,
0,5/31/2003 3:00,5/31/2003 8:00,1000,150,S07W65,10365,M9.3,5/31/2003 2:30,Halo,360,1835,PHTX,,,,,,,,,
0,6/5/2003 0:00,6/5/2003 0:00,????,????,W90b,-----,----,6/5/2003 20:06,230,239,1458,PHTX,uncertain,,,,,,,,
0,6/16/2003 0:00,6/16/2003 3:00,14000,400,S07E80,10386,X1.3,6/15/2003 23:54,Halo,360,2053,PHTX,,,,,,,,,
0,6/17/2003 22:50,6/18/2003 5:30,10000,200,S07E55,10386,M6.8,6/17/2003 23:18,Halo,360,1813,PHTX,,,,,,,,,
0,7/10/2003 14:10,7/10/2003 16:10,4000,400,N13W90,10397,M3.6,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,8/19/2003 11:15,8/19/2003 12:00,14000,1000,S10W57,10431,M2.7,8/19/2003 10:30,262,111,468,PHTX,,,,,,,,,
0,10/21/2003 4:10,10/21/2003 4:55,5000,1000,SE90b,-----,----,10/21/2003 3:54,Halo,360,1484,PHTX,,,,,,,,,
0,10/26/2003 7:00,10/26/2003 9:15,8000,1500,S15E44,10486,X1.2,10/26/2003 6:54,108,>207,1371,PHTX,,,,,,,,,
0,10/26/2003 17:45,10/26/2003 19:40,14000,1500,N02W38,10484,X1.2,10/26/2003 17:54,270,>171,1537,PHTX,,,,,,,,,
0,10/28/2003 11:10,10/30/2003 0:00,14000,40,S16E08,10486,X17.,10/28/2003 11:30,Halo,360,2459,PHTX,,,,,,,,,
0,10/29/2003 20:55,10/30/2003 0:00,11000,500,S15W02,10486,X10.,10/29/2003 20:54,Halo,360,2029,PHTX,,,,,,,,,
0,11/1/2003 22:55,11/2/2003 0:50,14000,2000,S12W60,10486,M3.2,11/1/2003 23:06,254,>93,899,PHTX,,,,,,,,,
0,11/2/2003 9:23,11/2/2003 11:22,14000,550,SW90b,-----,----,11/2/2003 9:30,Halo,360,2036,PHTX,,,,,,,,,
0,11/2/2003 17:30,11/3/2003 1:00,12000,250,S14W56,10486,X8.3,11/2/2003 17:30,Halo,360,2598,PHTX,,,,,,,,,
0,11/3/2003 1:15,11/3/2003 1:25,3000,1500,N10W83,10488,X2.7,11/3/2003 1:59,304,65,827,PHTX,,,,,,,,,
0,11/3/2003 10:00,11/3/2003 12:30,6000,400,N08W77,10488,X3.9,11/3/2003 10:06,293,103,1420,PHTX,,,,,,,,,
0,11/4/2003 20:00,11/5/2003 0:00,10000,200,S19W83,10486,X28.,11/4/2003 19:54,Halo,360,2657,PHTX,,,,,,,,,
0,11/9/2003 0:00,11/9/2003 0:00,????,????,E90b,-----,----,11/9/2003 6:30,Halo,360,2008,PHTX,,,,,,,,,
0,11/11/2003 0:00,11/11/2003 0:00,????,????,W90b,-----,----,11/11/2003 2:30,Halo,360,1359,PHTX,,,,,,,,,
0,11/13/2003 9:35,11/13/2003 10:50,14000,4000,N12E90,10501,M1.4,11/13/2003 9:30,49,217,1141,PHTX,,,,,,,,,
0,11/17/2003 9:05,11/17/2003 9:20,4000,1500,S01E33,10501,M4.2,11/17/2003 9:26,72,>242,1061,PHTX,,,,,,,,,
0,11/18/2003 0:00,11/18/2003 0:00,????,????,N00E18,10501,M3.9,11/18/2003 8:50,Halo,360,1660,PHTX,,,,,,,,,
0,11/18/2003 10:15,11/18/2003 11:30,5000,2000,S16E90,10508,M4.5,11/18/2003 9:50,95,>197,1824,PHTX,,,,,,,,,
0,12/2/2003 11:00,12/2/2003 12:00,14000,9000,S14W70,10508,C7.2,12/2/2003 10:50,261,>150,1393,PHTX,,,,,,,,,
0,1/5/2004 3:40,1/5/2004 3:50,9000,2500,S12E38,10536,M6.9,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,1/6/2004 6:40,1/6/2004 7:23,14000,2000,N05E90,10537,M5.8,1/6/2004 8:53,88,166,1469,PHTX,PARTIAL,LASCO_DATA_GAP,,,,,,,
0,1/7/2004 4:15,1/7/2004 6:15,14000,750,N02E82,10537,M4.5,1/7/2004 4:06,78,171,1581,PHTX,,,,,,,,,
0,1/7/2004 10:35,1/7/2004 11:35,14000,1500,N06E75,10537,M8.3,1/7/2004 10:30,81,182,1822,PHTX,,,,,,,,,
0,4/6/2004 13:05,4/6/2004 16:00,8000,300,S18E15,10588,M2.4,4/6/2004 13:31,Halo,360,1368,PHTX,,,,,,,,,
0,4/8/2004 10:25,4/8/2004 12:50,3000,500,S15W11,10588,C7.4,4/8/2004 10:30,Halo,360,1068,PHTX,,,,,,,,,
0,4/8/2004 13:30,4/8/2004 14:00,6000,3000,S19W08,10588,C1.3,4/8/2004 13:31,198,92,959,PHTX,,,,,,,,,
0,4/11/2004 4:20,4/11/2004 5:35,14000,500,S14W47,10588,C9.6,4/11/2004 4:30,203,314,1645,PHTX,,,,,,,,,
0,6/2/2004 23:13,6/2/2004 23:55,14000,2100,W90b,-----,----,6/2/2004 23:15,287,136,1102,PHTX,,,,,,,,,
0,6/3/2004 16:48,6/3/2004 17:10,12000,5000,W90b,-----,----,6/3/2004 16:50,303,179,1226,PHTX,uncertain,,,,,,,,
0,6/4/2004 7:50,6/4/2004 9:55,14000,2500,W90b,-----,----,6/4/2004 7:50,309,>273,1306,PHTX,,,,,,,,,
0,6/22/2004 22:07,6/22/2004 22:30,10000,7000,S12W24,10635,C1.7,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,6/23/2004 6:30,6/23/2004 8:55,14000,5000,S09W21,10635,C2.5,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,7/23/2004 19:00,7/23/2004 19:35,10000,2500,N04W05,10652,C4.1,7/23/2004 19:31,209,100,874,PHTX,,,,,,,,,
0,7/25/2004 15:00,7/26/2004 22:25,1000,28,N08W33,10652,M1.1,7/25/2004 14:54,Halo,360,1333,PHTX,,,,,,,,,
0,7/29/2004 13:20,7/30/2004 20:30,1000,50,N00W90,10652,C2.1,7/29/2004 12:06,Halo,360,1180,PHTX,,,,,,,,,
0,7/31/2004 7:10,7/31/2004 11:30,1000,200,N05W89,10652,C8.4,7/31/2004 5:54,259,>197,1192,PHTX,,,,,,,,,
0,8/8/2004 9:15,8/8/2004 9:22,14000,7000,BACK,-----,----,8/8/2004 8:54,Halo,360,1004,PHTX,,,,,,,,,
0,9/12/2004 0:45,9/13/2004 21:00,14000,40,N03E49,10672,M4.8,9/12/2004 0:36,Halo,360,1328,PHTX,,,,,,,,,
0,9/19/2004 17:15,9/19/2004 18:15,14000,2500,N03W58,10672,M1.9,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,10/24/2004 3:12,10/24/2004 3:21,14000,8000,N11E19,10687,C1.7,10/24/2004 3:54,26,>109,417,PHTX,,,,,,,,,
0,10/30/2004 6:40,10/30/2004 7:40,4000,1000,N13W22,10691,M4.2,10/30/2004 6:54,Halo,360,422,PHTX,,,,,,,,,
0,11/1/2004 5:55,11/1/2004 7:25,3000,400,W90b,-----,----,11/1/2004 6:06,266,146,925,PHTX,,,,,,,,,
0,11/3/2004 15:55,11/3/2004 16:30,14000,3400,N09E38,10696,M5.0,11/3/2004 16:06,Halo,360,1068,PHTX,,,,,,,,,
0,11/3/2004 3:35,11/3/2004 4:10,2000,1200,N09E45,10696,M1.6,11/3/2004 3:54,91,>239,918,PHTX,,,,,,,,,
0,11/6/2004 1:50,11/6/2004 2:45,6000,700,N09E05,10696,M3.6,11/6/2004 2:06,351,>214,1111,PHTX,,,,,,,,,
0,11/7/2004 16:25,11/8/2004 20:00,14000,60,N09W17,10696,X2.0,11/7/2004 16:54,Halo,360,1759,PHTX,,,,,,,,,
0,11/9/2004 17:35,11/9/2004 18:10,14000,5000,N08W51,10696,M8.9,11/9/2004 17:26,Halo,360,2000,PHTX,,,,,,,,,
0,11/10/2004 2:25,11/10/2004 3:40,14000,1000,N09W49,10696,X2.5,11/10/2004 2:26,Halo,360,3387,PHTX,,,,,,,,,
0,12/3/2004 0:07,12/4/2004 4:30,10000,60,N08W02,10708,M1.5,12/3/2004 0:26,Halo,360,1216,PHTX,,,,,,,,,
0,12/8/2004 20:05,12/8/2004 20:10,14000,8000,N08W03,10709,C2.5,12/8/2004 20:26,Halo,360,611,PHTX,,,,,,,,,
0,12/29/2004 16:35,12/29/2004 17:00,14000,4500,N04E62,10715,M2.3,12/29/2004 16:45,71,140,774,PHTX,,,,,,,,,
0,12/30/2004 23:45,12/31/2004 4:20,5000,700,N04E46,10715,M4.2,12/30/2004 22:30,Halo,360,1035,PHTX,,,,,,,,,
0,1/1/2005 0:45,1/1/2005 2:25,14000,450,N06E34,10715,X1.7,1/1/2005 0:54,Halo,360,832,PHTX,,,,,,,,,
0,1/4/2005 11:20,1/4/2005 11:35,13000,6000,N05W11,10715,C7.3,----,----,----,----,PHTX,Faint_CME_not_measurable,,,,,,,,
0,1/15/2005 6:15,1/15/2005 9:30,14000,150,N16E04,10720,M8.6,1/15/2005 6:30,Halo,360,2049,PHTX,,,,,,,,,
0,1/15/2005 23:00,1/17/2005 0:00,3000,40,N15W05,10720,X2.6,1/15/2005 23:06,Halo,360,2861,PHTX,,,,,,,,,
0,1/17/2005 9:25,1/17/2005 16:00,14000,30,N15W25,10720,X2.0,1/17/2005 9:30,Halo,360,2094,PHTX,,,,,,,,,
0,1/17/2005 10:00,1/17/2005 10:35,6100,1500,N15W25,10720,X3.8,1/17/2005 9:54,Halo,360,2547,PHTX,CME-CME,interaction,,,,,,,
0,1/19/2005 9:20,1/20/2005 0:00,5300,40,N15W51,10720,X1.3,1/19/2005 8:29,Halo,360,2020,PHTX,,,,,,,,,
0,1/20/2005 7:15,1/20/2005 16:30,14000,25,N14W61,10720,X7.1,1/20/2005 6:54,Halo,360,882,PHTX,,,,,,,,,
0,2/1/2005 11:40,2/1/2005 11:50,8000,4000,BACK,-----,----,2/1/2005 11:06,Halo,360,1380,PHTX,,,,,,,,,
0,5/2/2005 22:40,5/2/2005 23:00,14000,5500,S05E90,10758,C8.0,5/2/2005 22:26,105,148,955,PHTX,,,,,,,,,
0,5/3/2005 0:20,5/3/2005 1:10,14000,1500,S05E90,10758,----,5/3/2005 0:26,82,>66,978,PHTX,,,,,,,,,
0,5/6/2005 17:52,5/6/2005 18:03,5000,4000,S09E29,10758,C8.5,5/6/2005 17:28,Halo,360,1128,PHTX,,,,,,,,,
0,5/13/2005 17:00,5/15/2005 2:10,5000,40,N12E11,10759,M8.0,5/13/2005 17:12,Halo,360,1689,PHTX,,,,,,,,,
0,5/17/2005 3:20,5/17/2005 3:35,4500,1500,BACK,-----,----,5/17/2005 3:06,252,89,311,PHTX,,,,,,,,,
0,6/3/2005 12:50,6/3/2005 15:00,10000,270,N15E90,10775,M1.0,6/3/2005 12:32,Halo,360,1679,PHTX,,,,,,,,,
0,6/16/2005 20:25,6/16/2005 21:40,9000,1000,N08W90,10775,M4.0,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,7/7/2005 16:30,7/7/2005 16:40,4000,2000,N09E03,10786,M4.9,7/7/2005 17:06,Halo,360,683,PHTX,,,,,,,,,
0,7/9/2005 22:15,7/9/2005 23:00,14000,600,N12W28,10786,M2.8,7/9/2005 22:30,Halo,360,1540,PHTX,,,,,,,,,
0,7/13/2005 14:15,7/13/2005 15:05,14000,1000,N11W90,10786,M5.0,7/13/2005 14:30,Halo,360,1423,PHTX,,,,,,,,,
0,7/14/2005 11:00,7/14/2005 12:54,3000,800,N11W90,10786,X1.2,7/14/2005 10:54,Halo,360,2115,PHTX,,,,,,,,,
0,7/17/2005 11:50,7/17/2005 13:45,7000,300,BACK,-----,----,7/17/2005 11:30,Halo,360,1527,PHTX,,,,,,,,,
0,7/24/2005 13:50,7/24/2005 22:30,14000,150,BACK,-----,----,7/24/2005 13:54,Halo,360,2528,PHTX,,,,,,,,,
0,7/24/2005 22:35,7/24/2005 22:40,1000,700,BACK,-----,----,7/24/2005 22:30,Halo,360,1234,PHTX,,,,,,,,,
0,7/27/2005 5:20,7/27/2005 6:45,1000,450,N11E90,10792,M3.7,7/27/2005 4:54,Halo,360,1787,PHTX,,,,,,,,,
0,7/27/2005 7:45,7/27/2005 8:30,2500,1000,NE90b,-----,----,7/27/2005 7:54,65,51,533,PHTX,,,,,,,,,
0,7/30/2005 7:40,7/30/2005 20:00,9000,80,N12E60,10792,X1.3,7/30/2005 6:50,Halo,360,1968,PHTX,,,,,,,,,
0,8/1/2005 14:15,8/1/2005 14:50,14000,4500,N13E32,10792,M1.0,8/1/2005 14:30,83,93,984,PHTX,,,,,,,,,
0,8/22/2005 1:30,8/22/2005 3:35,8000,550,S11W54,10798,M2.6,8/22/2005 1:31,Halo,360,1194,PHTX,,,,,,,,,
0,8/22/2005 17:15,8/23/2005 13:00,12000,40,S13W65,10798,M5.6,8/22/2005 17:30,Halo,360,2378,PHTX,,,,,,,,,
0,8/23/2005 15:00,8/23/2005 19:30,13000,400,S14W90,10798,M2.7,8/23/2005 14:54,Halo,360,1929,PHTX,,,,,,,,,
0,8/29/2005 11:10,8/29/2005 11:14,10000,6000,BACK,-----,----,8/29/2005 10:54,Halo,360,1600,PHTX,,,,,,,,,
0,8/31/2005 11:40,8/31/2005 12:10,6000,800,N13W13,10803,C2.0,8/31/2005 11:30,Halo,360,825,PHTX,,,,,,,,,
0,8/31/2005 22:10,8/31/2005 23:00,14000,6000,BACK,-----,----,8/31/2005 22:30,Halo,360,1808,PHTX,,,,,,,,,
0,9/3/2005 3:20,9/3/2005 5:15,2000,500,BACK,-----,----,9/3/2005 3:12,Halo,360,1672,PHTX,,,,,,,,,
0,9/5/2005 10:40,9/6/2005 0:00,1500,60,S07E81,-----,C2.7,9/5/2005 9:48,Halo,360,2326,PHTX,,,,,,,,,
0,9/7/2005 18:05,9/8/2005 0:00,12000,200,S11E77,10808,X1.7,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,9/9/2005 19:45,9/9/2005 22:00,10000,50,S12E67,10808,X6.2,9/9/2005 19:48,Halo,360,2257,PHTX,,,,,,,,,
0,9/10/2005 21:45,9/11/2005 1:00,14000,200,S13E47,10808,X2.1,9/10/2005 21:52,Halo,360,1893,PHTX,,,,,,,,,
0,9/11/2005 13:10,9/11/2005 15:15,3000,350,S16E39,10808,M3.0,9/11/2005 13:00,Halo,360,1922,PHTX,,,,,,,,,
0,9/13/2005 20:20,9/15/2005 6:00,1100,35,S09E10,10808,X1.5,9/13/2005 20:00,Halo,360,1866,PHTX,,,,,,,,,
0,4/30/2006 16:20,5/2/2006 1:00,1000,200,S09E08,10876,C1.8,4/30/2006 9:54,Halo,360,544,PHTX,,,,,,,,,
0,7/6/2006 8:45,7/6/2006 17:18,14000,300,S09W34,10898,M2.5,7/6/2006 8:54,Halo,360,911,PHTX,,,,,,,,,
0,8/16/2006 15:45,8/16/2006 22:15,14000,400,S16W08,10904,C3.6,8/16/2006 16:30,Halo,360,888,PHTX,,,,,,,,,
0,8/26/2006 20:40,8/26/2006 21:00,7000,2000,S10E08,10905,C2.5,8/26/2006 20:57,164,208,786,PHTX,WAVES,Data,Gap.,Lower,f,may,be,500,kHz.
0,11/5/2006 17:35,11/5/2006 19:20,14000,400,E90b,-----,----,11/5/2006 17:54,39,196,1398,PHTX,,,,,,,,,
0,11/6/2006 10:35,11/6/2006 11:05,14000,6000,E90b,-----,----,11/6/2006 10:30,77,55,829,PHTX,,,,,,,,,
0,11/6/2006 17:45,11/6/2006 19:25,4000,300,E90b,-----,C8.8,11/6/2006 17:54,Halo,360,1994,PHTX,,,,,,,,,
0,12/5/2006 10:50,12/5/2006 20:00,14000,250,S07E68,10930,X9.0,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,12/6/2006 2:00,12/6/2006 3:30,1000,200,S07E69,10930,M1.1,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,12/6/2006 8:30,12/6/2006 9:45,4000,600,S04E63,10930,M6.0,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,12/6/2006 19:00,12/9/2006 0:00,16000,30,S05E64,10930,X6.5,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,12/13/2006 2:45,12/13/2006 10:40,12000,150,S06W23,10930,X3.4,12/13/2006 2:54,Halo,360,1774,PHTX,,,,,,,,,
0,12/14/2006 22:30,12/14/2006 23:40,14000,1500,S06W46,10930,X1.5,12/14/2006 22:30,Halo,360,1042,PHTX,,,,,,,,,
0,1/25/2007 6:55,1/25/2007 23:30,14000,90,S08E90,10940,C6.3,1/25/2007 6:54,Halo,360,1367,PHTX,,,,,,,,,
0,5/19/2007 13:02,5/19/2007 13:05,16000,13000,N07W06,10956,B9.5,5/19/2007 13:24,260,106,958,PHTX,,,,,,,,,
0,12/31/2007 1:05,12/31/2007 1:22,16000,6000,S08E81,10980,C8.3,12/31/2007 1:31,92,164,995,PHTX,,,,,,,,,
0,3/25/2008 19:05,3/25/2008 19:20,12000,800,S13E78,10989,M1.7,3/25/2008 19:31,98,112,1103,PHTX,,,,,,,,,
0,4/26/2008 14:23,4/26/2008 14:39,7600,4900,N08E09,-----,B3.8,4/26/2008 14:30,65,281,515,PHTX,uncertain,,,,,,,,
0,8/1/2010 9:20,8/1/2010 17:30,2000,700,N20E36,11092,C3.2,----,----,----,----,PHTX,LASCO_DATA_GAP,,,,,,,,
0,8/7/2010 18:35,8/7/2010 19:50,14000,700,N11E34,11093,M1.0,8/7/2010 18:36,Halo,360,871,PHTX,,,,,,,,,
0,8/18/2010 6:05,8/18/2010 7:45,13000,700,N18W88,11099,C4.5,8/18/2010 5:48,255,184,1471,PHTX,,,,,,,,,
0,1/13/2011 9:15,1/13/2011 10:05,16000,3500,E90b,-----,----,1/13/2011 9:36,79,122,664,PHTX,,,,,,,,,
0,1/27/2011 12:20,1/27/2011 12:35,16000,8000,N12W87,11149,C1.2,1/27/2011 12:36,255,43,349,PHTX,,,,,,,,,
0,2/13/2011 17:50,2/13/2011 18:00,16000,8000,S20E04,11158,M6.6,2/13/2011 18:36,359,276,373,PHTX,,,,,,,,,
0,2/15/2011 2:10,2/15/2011 7:00,16000,400,S20W12,11158,X2.2,2/15/2011 2:24,Halo,360,669,PHTX,,,,,,,,,
0,2/24/2011 12:50,2/24/2011 15:10,1000,700,N15E87,11163,M3.5,2/24/2011 7:48,70,158,1186,PHTX,,,,,,,,,
